#trial,samples,#result,age,education-num
0,1024,0,35.0,14.0
0,1024,1,39.0,12.0
0,1024,2,67.0,8.0
0,512,0,7.0,8.0
0,512,1,9.0,6.0
0,512,2,13.0,5.0
0,512,3,25.0,4.0
0,256,0,5.0,3.0
1,1024,0,8.0,6.0
1,1024,1,38.0,5.0
1,1024,2,40.0,3.0
1,512,0,2.0,6.0
1,512,1,7.0,0.0
1,256,0,3.0,6.0
1,256,1,10.0,4.0
1,256,2,70.0,3.0
2,1024,0,4.0,3.0
2,512,0,6.0,0.0
2,256,0,3.0,3.0
2,256,1,6.0,0.0
3,1024,0,5.0,6.0
3,1024,1,38.0,1.0
3,512,0,6.0,8.0
3,512,1,7.0,0.0
3,256,0,7.0,0.0
4,1024,0,10.0,3.0
4,1024,1,38.0,0.0
4,512,0,10.0,3.0
4,512,1,38.0,0.0
4,256,0,7.0,15.0
4,256,1,10.0,8.0
4,256,2,12.0,0.0
5,1024,0,4.0,6.0
5,1024,1,29.0,4.0
5,1024,2,78.0,3.0
5,512,0,5.0,6.0
5,512,1,19.0,4.0
5,512,2,26.0,0.0
5,256,0,5.0,6.0
5,256,1,6.0,0.0
6,1024,0,17.0,14.0
6,1024,1,22.0,7.0
6,1024,2,28.0,6.0
6,1024,3,31.0,4.0
6,1024,4,77.0,3.0
6,512,0,13.0,14.0
6,512,1,20.0,7.0
6,512,2,27.0,6.0
6,512,3,53.0,4.0
6,256,0,13.0,14.0
6,256,1,47.0,11.0
6,256,2,66.0,10.0
6,256,3,70.0,8.0
6,256,4,85.0,4.0
7,1024,0,38.0,9.0
7,1024,1,44.0,8.0
7,1024,2,71.0,7.0
7,512,0,19.0,7.0
7,512,1,32.0,3.0
7,256,0,10.0,1.0
8,1024,0,11.0,9.0
8,1024,1,17.0,4.0
8,1024,2,40.0,3.0
8,512,0,6.0,12.0
8,512,1,10.0,9.0
8,512,2,14.0,7.0
8,512,3,17.0,4.0
8,512,4,78.0,3.0
8,256,0,5.0,10.0
8,256,1,10.0,8.0
8,256,2,38.0,5.0
8,256,3,65.0,4.0
9,1024,0,11.0,8.0
9,1024,1,14.0,7.0
9,1024,2,34.0,6.0
9,1024,3,36.0,4.0
9,512,0,5.0,8.0
9,512,1,6.0,6.0
9,512,2,12.0,5.0
9,512,3,14.0,1.0
9,256,0,2.0,2.0
9,256,1,14.0,1.0
10,1024,0,23.0,14.0
10,1024,1,63.0,11.0
10,1024,2,98.0,10.0
10,512,0,1.0,3.0
10,512,1,12.0,0.0
10,256,0,10.0,14.0
10,256,1,16.0,10.0
10,256,2,40.0,3.0
11,1024,0,9.0,3.0
11,512,0,4.0,8.0
11,512,1,13.0,2.0
11,256,0,13.0,25.0
11,256,1,16.0,9.0
11,256,2,37.0,8.0
11,256,3,59.0,7.0
11,256,4,61.0,5.0
11,256,5,120.0,4.0
12,1024,0,1.0,0.0
12,512,0,1.0,0.0
12,256,0,5.0,4.0
12,256,1,32.0,3.0
13,1024,0,8.0,12.0
13,1024,1,12.0,10.0
13,1024,2,23.0,7.0
13,1024,3,49.0,6.0
13,1024,4,69.0,5.0
13,1024,5,146.0,4.0
13,512,0,6.0,1.0
13,256,0,6.0,1.0
14,1024,0,4.0,14.0
14,1024,1,26.0,4.0
14,512,0,16.0,7.0
14,512,1,26.0,4.0
14,512,2,42.0,3.0
14,256,0,11.0,14.0
14,256,1,16.0,7.0
14,256,2,18.0,4.0
14,256,3,27.0,3.0
15,1024,0,10.0,2.0
15,1024,1,26.0,1.0
15,512,0,10.0,2.0
15,256,0,22.0,14.0
15,256,1,43.0,12.0
15,256,2,96.0,11.0
15,256,3,112.0,10.0
16,1024,0,19.0,14.0
16,1024,1,22.0,10.0
16,1024,2,26.0,4.0
